age,education,career,sleep_hours,exercise,risk_tolerance,location,income_2040,happiness_score,health_score,relationship_stability
20,PhD,Doctor,5.2,Rarely,9,Suburban,112500,6.0,55,70
60,PhD,Engineer,9.8,3-5x/week,2,Urban,105000,7.1,94,32
65,PhD,Doctor,7.5,Daily,10,Urban,131000,7.0,74,92
56,Master's,Artist,8.3,3-5x/week,3,Urban,68900,5.7,75,58
41,Master's,Artist,9.5,Rarely,3,Rural,62900,7.6,72,63
31,High School,Educator,6.9,3-5x/week,5,Suburban,54900,4.3,72,59
30,PhD,Educator,5.3,Daily,6,Suburban,85000,5.6,81,73
59,PhD,Engineer,7.7,Rarely,2,Suburban,104600,5.9,66,61
43,Master's,Doctor,7.5,Rarely,3,Urban,108700,5.6,56,55
58,PhD,Entrepreneur,6.7,1-2x/week,2,Rural,99200,4.9,74,45
31,Bachelor's,Engineer,7.9,Daily,3,Rural,73900,4.9,79,48
27,PhD,Entrepreneur,4.0,1-2x/week,0,Suburban,85800,2.4,76,48
55,Bachelor's,Artist,6.0,Daily,9,Suburban,61500,6.0,81,75
51,PhD,Entrepreneur,6.7,Daily,2,Rural,96400,3.8,83,67
26,High School,Entrepreneur,6.7,1-2x/week,6,Suburban,58400,4.7,80,55
18,PhD,Other,9.7,Rarely,7,Urban,70700,6.9,69,81
39,Bachelor's,Doctor,7.2,3-5x/week,9,Urban,100100,6.5,80,87
38,PhD,Other,8.3,3-5x/week,3,Urban,76700,5.4,90,70
26,High School,Entrepreneur,6.6,1-2x/week,10,Rural,60400,6.4,72,72
36,High School,Engineer,5.6,Daily,9,Rural,68900,5.3,82,72
36,High School,Artist,7.2,1-2x/week,5,Rural,41900,7.0,68,55
28,Bachelor's,Entrepreneur,7.8,3-5x/week,6,Suburban,69200,7.2,83,63
34,Master's,Artist,7.5,3-5x/week,9,Urban,63100,6.0,83,81
64,Bachelor's,Entrepreneur,7.0,1-2x/week,8,Urban,84600,5.9,78,77
54,High School,Doctor,6.0,1-2x/week,6,Suburban,94600,5.2,62,74
58,Bachelor's,Artist,7.5,3-5x/week,1,Rural,58700,5.0,70,48
41,PhD,Artist,5.7,Rarely,6,Suburban,74400,5.1,54,66
32,Master's,Other,9.2,3-5x/week,9,Rural,67300,7.6,88,82
55,PhD,Other,8.4,3-5x/week,5,Rural,84500,5.1,83,56
51,PhD,Artist,9.4,Rarely,0,Rural,75400,5.6,69,23
56,PhD,Artist,10.0,3-5x/week,0,Suburban,77400,6.8,85,63
30,PhD,Artist,7.3,1-2x/week,0,Suburban,67000,5.6,68,52
44,Master's,Engineer,7.5,1-2x/week,3,Suburban,89100,5.9,76,70
39,Bachelor's,Educator,10.0,3-5x/week,4,Rural,67600,6.7,86,59
48,High School,Engineer,7.8,1-2x/week,8,Suburban,73200,6.6,81,88
24,Master's,Educator,10.0,1-2x/week,3,Suburban,71100,5.6,80,61
51,PhD,Educator,5.7,Rarely,9,Urban,94900,5.6,64,90
47,High School,Doctor,4.4,1-2x/week,0,Urban,88800,4.3,69,42
19,Master's,Engineer,7.3,3-5x/week,1,Rural,78100,4.4,74,59
57,High School,Artist,6.1,1-2x/week,3,Rural,49300,3.9,70,61
25,High School,Educator,8.4,3-5x/week,0,Suburban,50000,5.5,86,28
40,Bachelor's,Engineer,7.0,3-5x/week,4,Rural,78000,7.3,74,62
39,High School,Other,6.2,Daily,3,Suburban,47100,5.6,76,50
37,Bachelor's,Doctor,5.2,3-5x/week,4,Urban,96800,4.4,82,54
33,Master's,Artist,8.3,Rarely,1,Rural,58700,5.8,63,40
33,Master's,Artist,8.7,3-5x/week,4,Rural,60200,7.1,83,68
56,Master's,Engineer,6.5,1-2x/week,0,Urban,92400,3.2,74,45
40,Master's,Artist,7.4,1-2x/week,6,Suburban,64000,8.5,76,63
43,PhD,Artist,8.4,Rarely,1,Suburban,72700,5.1,60,64
65,Master's,Artist,7.3,Daily,10,Rural,76000,6.4,83,74
45,Master's,Entrepreneur,8.0,3-5x/week,10,Rural,88000,7.2,82,85
23,High School,Other,6.8,1-2x/week,7,Suburban,42700,7.1,68,70
43,Bachelor's,Educator,6.9,Daily,3,Urban,68700,3.9,90,67
48,High School,Doctor,10.0,1-2x/week,8,Rural,93200,8.5,80,82
19,Master's,Artist,5.9,3-5x/week,5,Suburban,55100,6.3,75,63
50,Bachelor's,Other,6.4,3-5x/week,4,Urban,62000,3.6,89,61
55,Master's,Engineer,5.6,Rarely,8,Rural,96000,6.9,64,74
22,High School,Doctor,6.5,Daily,6,Rural,81800,6.4,70,62
23,Bachelor's,Educator,6.4,Daily,9,Suburban,63700,6.5,78,71
41,Master's,Artist,7.7,3-5x/week,8,Rural,65400,8.6,84,66
45,High School,Entrepreneur,5.5,1-2x/week,8,Urban,67000,6.0,73,69
55,PhD,Engineer,9.4,Rarely,0,Urban,102000,7.6,70,55
53,Master's,Doctor,8.3,3-5x/week,7,Urban,114700,6.6,90,74
43,Bachelor's,Engineer,7.3,Rarely,1,Urban,77700,4.5,66,42
34,Master's,Engineer,6.3,1-2x/week,10,Rural,88600,7.8,65,75
53,Bachelor's,Doctor,5.5,1-2x/week,6,Rural,104200,6.4,63,76
33,High School,Artist,4.0,3-5x/week,2,Suburban,39200,3.2,66,45
43,Master's,Doctor,8.5,3-5x/week,4,Urban,109200,7.4,84,66
37,Bachelor's,Artist,8.4,1-2x/week,2,Urban,50800,5.3,73,72
44,PhD,Artist,8.3,Rarely,5,Suburban,75100,6.5,68,60
65,High School,Doctor,5.2,1-2x/week,3,Suburban,97500,5.1,68,52
49,Master's,Artist,5.8,3-5x/week,10,Urban,69600,7.6,75,77
29,High School,Educator,6.7,Daily,10,Rural,56600,8.2,81,82
65,High School,Engineer,9.6,Daily,2,Suburban,77000,7.2,81,34
34,PhD,Artist,8.5,1-2x/week,9,Rural,73100,6.8,81,94
62,Bachelor's,Other,9.2,1-2x/week,5,Suburban,67300,6.9,82,65
42,High School,Doctor,5.6,1-2x/week,10,Suburban,91800,6.9,79,84
32,Master's,Educator,6.8,Rarely,10,Rural,77800,6.6,62,87
20,Bachelor's,Engineer,7.7,1-2x/week,6,Urban,71000,7.6,81,56
65,Bachelor's,Engineer,7.3,Daily,5,Rural,88500,6.0,87,78
52,High School,Educator,4.4,Rarely,6,Urban,63800,3.8,65,62
59,Master's,Engineer,4.1,Daily,4,Urban,95600,6.1,75,63
38,Master's,Engineer,9.0,1-2x/week,10,Urban,90200,8.0,75,86
28,Master's,Doctor,6.0,3-5x/week,4,Urban,103200,5.4,77,67
43,Bachelor's,Entrepreneur,7.6,Rarely,2,Rural,73200,5.5,64,45
56,High School,Doctor,6.5,Daily,5,Urban,94900,7.4,90,51
32,High School,Engineer,7.4,Rarely,0,Suburban,62800,6.0,63,65
63,High School,Educator,8.2,1-2x/week,9,Suburban,69700,7.1,70,73
21,PhD,Artist,9.9,Rarely,9,Urban,67900,8.4,70,65
43,PhD,Educator,8.7,1-2x/week,9,Suburban,91700,8.5,72,57
59,High School,Doctor,6.2,1-2x/week,5,Suburban,96100,5.0,71,49
39,High School,Engineer,6.3,Rarely,3,Suburban,67100,4.7,57,47
28,Bachelor's,Doctor,5.4,3-5x/week,7,Suburban,94700,5.1,75,79
25,Master's,Doctor,7.6,3-5x/week,0,Urban,100000,5.2,79,47
26,Master's,Doctor,7.8,1-2x/week,4,Urban,102400,6.1,71,53
39,Bachelor's,Artist,6.8,Daily,6,Rural,53600,4.0,86,79
45,Master's,Entrepreneur,8.2,Rarely,8,Urban,87000,6.9,73,59
59,Bachelor's,Artist,7.0,Daily,10,Suburban,63600,6.3,77,100
54,High School,Doctor,7.3,3-5x/week,0,Suburban,91600,4.7,82,26
54,Master's,Engineer,7.6,Daily,9,Rural,96100,6.5,85,82
40,PhD,Engineer,7.3,Rarely,4,Urban,98000,6.7,71,66
28,Master's,Entrepreneur,6.1,Rarely,7,Urban,79700,5.2,59,72
27,PhD,Artist,7.3,Rarely,1,Urban,66300,6.7,62,44
26,High School,Educator,6.3,1-2x/week,7,Suburban,53900,4.0,71,71
59,Bachelor's,Engineer,8.6,Daily,10,Rural,88600,9.4,85,98
40,Bachelor's,Other,7.1,3-5x/week,5,Rural,58500,4.8,78,62
28,Bachelor's,Entrepreneur,5.5,3-5x/week,7,Rural,69700,5.0,77,76
59,High School,Artist,7.3,1-2x/week,4,Urban,50600,5.6,76,61
62,Bachelor's,Engineer,5.7,Rarely,4,Urban,86800,6.3,54,63
61,Master's,Entrepreneur,8.2,3-5x/week,8,Urban,93400,7.1,87,66
48,Bachelor's,Entrepreneur,6.7,1-2x/week,5,Rural,76700,5.9,70,75
25,Bachelor's,Artist,9.5,Daily,0,Suburban,45000,6.4,85,43
51,PhD,Other,5.2,Rarely,7,Rural,83900,7.2,57,67
51,PhD,Doctor,6.8,3-5x/week,8,Suburban,124400,6.6,77,68
50,PhD,Entrepreneur,6.0,3-5x/week,7,Urban,98500,7.9,72,68
20,High School,Artist,9.2,3-5x/week,10,Suburban,38000,8.0,82,67
41,Master's,Doctor,4.9,Rarely,7,Urban,109900,3.8,55,53
44,PhD,Educator,5.8,3-5x/week,10,Suburban,92600,6.5,75,78
60,Bachelor's,Entrepreneur,9.3,3-5x/week,9,Suburban,83500,7.7,85,95
43,Bachelor's,Engineer,7.0,Rarely,5,Suburban,79700,5.3,63,53
19,PhD,Doctor,5.8,1-2x/week,9,Urban,112100,7.7,72,71
24,Bachelor's,Engineer,6.4,1-2x/week,8,Rural,73600,8.7,77,77
41,PhD,Doctor,6.0,1-2x/week,5,Urban,118900,5.9,74,51
32,Bachelor's,Entrepreneur,8.3,Daily,3,Rural,69300,8.7,83,66
38,PhD,Artist,8.5,Rarely,7,Suburban,73700,6.5,69,67
18,High School,Other,5.8,1-2x/week,0,Rural,37200,4.8,72,73
21,Bachelor's,Educator,8.9,Rarely,4,Suburban,60400,6.7,70,69
51,Master's,Educator,7.8,1-2x/week,9,Urban,84900,8.6,76,67
26,PhD,Other,10.0,Rarely,7,Urban,73900,7.3,69,67
56,High School,Doctor,5.3,Daily,4,Rural,94400,4.0,83,55
42,Master's,Engineer,6.7,Daily,7,Urban,90300,6.1,84,68
58,Bachelor's,Artist,7.4,3-5x/week,1,Suburban,58700,4.9,75,35
40,PhD,Doctor,4.3,Rarely,7,Suburban,119500,3.7,55,56
25,Bachelor's,Doctor,5.4,Daily,9,Suburban,94500,8.3,79,75
43,Bachelor's,Engineer,5.6,3-5x/week,5,Rural,79700,5.6,68,50
50,High School,Artist,7.1,1-2x/week,6,Suburban,48000,7.9,71,70
22,PhD,Entrepreneur,7.8,1-2x/week,3,Rural,85300,5.9,71,52
35,High School,Entrepreneur,5.0,3-5x/week,0,Rural,59000,2.9,70,48
59,Master's,Educator,8.6,1-2x/week,8,Urban,87600,7.6,74,73
40,Bachelor's,Other,8.2,Rarely,3,Urban,57500,5.6,71,63
26,Master's,Artist,4.8,1-2x/week,1,Suburban,55900,3.6,73,73
20,PhD,Educator,9.1,Daily,8,Rural,82000,5.5,92,65
20,High School,Educator,7.3,Daily,0,Rural,48000,6.9,79,57
43,Master's,Doctor,6.7,Daily,9,Suburban,111700,6.0,85,77
52,Master's,Artist,6.6,1-2x/week,3,Urban,67300,3.8,73,48
42,Master's,Entrepreneur,5.2,3-5x/week,3,Rural,83300,6.6,79,71
50,PhD,Educator,8.4,1-2x/week,6,Rural,93000,6.3,79,57
42,PhD,Engineer,7.2,Daily,0,Suburban,96800,6.4,87,40
53,Master's,Entrepreneur,8.0,1-2x/week,7,Rural,89700,6.2,70,81
42,High School,Doctor,7.0,1-2x/week,7,Suburban,90300,6.6,80,73
60,PhD,Engineer,8.6,Rarely,4,Urban,106000,5.6,67,74
53,PhD,Entrepreneur,4.4,Rarely,1,Urban,96700,4.8,55,31
22,PhD,Educator,6.8,1-2x/week,10,Urban,83800,7.3,80,84
65,High School,Entrepreneur,7.7,Daily,10,Urban,76000,7.8,80,74
31,Bachelor's,Educator,7.5,Daily,7,Suburban,65900,8.9,79,73
58,Bachelor's,Entrepreneur,6.5,3-5x/week,9,Urban,82700,7.7,81,66
37,Master's,Educator,6.8,Rarely,6,Urban,77800,5.0,55,68
59,Master's,Engineer,6.8,Rarely,4,Urban,95600,5.4,62,61
24,Master's,Doctor,6.9,3-5x/week,10,Rural,104600,5.0,86,86
47,PhD,Educator,9.6,Daily,4,Suburban,90800,6.6,95,39
31,PhD,Artist,8.7,Rarely,1,Urban,67900,7.1,65,55
32,Master's,Educator,6.8,1-2x/week,6,Urban,75800,6.5,66,72
54,Bachelor's,Artist,6.0,3-5x/week,1,Suburban,57100,5.7,69,71
57,PhD,Artist,5.6,3-5x/week,6,Suburban,80800,7.9,67,67
61,High School,Entrepreneur,5.1,Rarely,8,Urban,73400,6.6,61,72
35,Master's,Artist,6.6,Daily,8,Rural,63000,5.7,91,84
51,Master's,Other,6.4,Daily,5,Suburban,72900,4.0,75,58
59,PhD,Educator,7.2,1-2x/week,5,Urban,96100,6.1,74,67
38,PhD,Other,6.1,1-2x/week,7,Suburban,78700,7.0,68,55
23,Master's,Doctor,7.4,1-2x/week,5,Rural,101700,6.8,75,62
50,High School,Entrepreneur,5.0,Rarely,7,Rural,68500,6.6,56,83
47,PhD,Entrepreneur,8.0,1-2x/week,3,Rural,95300,5.8,77,53
52,Bachelor's,Artist,8.0,1-2x/week,7,Rural,59300,6.4,65,73
34,High School,Educator,9.9,Daily,7,Suburban,57100,6.4,95,67
29,PhD,Other,7.6,Rarely,1,Rural,72100,4.2,69,46
32,PhD,Educator,5.4,3-5x/week,3,Suburban,84300,6.0,73,63
21,Bachelor's,Educator,5.7,Rarely,3,Urban,59900,5.7,61,52
34,PhD,Artist,5.0,Rarely,1,Urban,69100,4.1,58,43
51,High School,Entrepreneur,8.2,Daily,5,Rural,67900,4.8,88,54
65,PhD,Entrepreneur,9.5,Rarely,10,Urban,106000,8.2,60,62
53,Bachelor's,Doctor,5.7,3-5x/week,5,Suburban,103700,5.7,73,72
58,PhD,Doctor,5.4,1-2x/week,4,Suburban,125200,3.2,72,59
24,PhD,Artist,6.3,1-2x/week,3,Suburban,66100,4.1,74,74
23,Master's,Educator,8.7,1-2x/week,9,Urban,73700,6.7,78,89
27,High School,Engineer,6.7,Daily,0,Urban,60800,4.2,81,48
47,High School,Educator,7.3,3-5x/week,3,Rural,60300,5.6,79,44
25,High School,Educator,7.3,Rarely,10,Rural,55000,7.8,68,83
55,Bachelor's,Entrepreneur,7.1,Daily,0,Suburban,77000,5.0,84,40
33,Master's,Entrepreneur,7.4,1-2x/week,4,Suburban,80200,4.9,68,74
28,Bachelor's,Other,9.8,3-5x/week,1,Urban,51700,6.6,87,60
39,PhD,Other,4.7,Daily,0,Rural,75600,3.3,80,59
48,Bachelor's,Artist,8.1,1-2x/week,8,Urban,58200,8.4,80,63
37,PhD,Engineer,7.6,1-2x/week,3,Rural,96300,5.4,72,53
20,High School,Other,7.2,1-2x/week,9,Rural,42500,7.2,77,81
32,PhD,Educator,8.9,Rarely,6,Suburban,85800,7.0,64,64
40,Bachelor's,Engineer,7.5,Daily,1,Urban,76500,4.2,86,40
20,Bachelor's,Doctor,6.0,3-5x/week,9,Urban,92500,6.3,73,87
60,PhD,Other,8.0,Daily,3,Rural,85500,5.9,93,73
34,Master's,Entrepreneur,6.3,Rarely,4,Urban,80600,5.0,61,64
41,PhD,Other,4.9,1-2x/week,8,Rural,80400,5.5,80,70
53,PhD,Other,8.2,Daily,7,Urban,84700,7.9,87,74
50,Bachelor's,Educator,5.2,Daily,4,Rural,72000,4.6,88,63
20,Bachelor's,Artist,7.6,Rarely,0,Rural,43000,5.6,61,55
54,Bachelor's,Doctor,7.2,3-5x/week,8,Rural,105600,6.2,72,68
51,Bachelor's,Engineer,5.8,1-2x/week,3,Urban,81900,4.8,75,45
51,High School,Artist,6.4,1-2x/week,2,Urban,46400,6.0,67,58
22,Master's,Educator,9.2,Rarely,6,Rural,71800,5.2,58,68
64,Bachelor's,Engineer,4.0,Daily,4,Suburban,87600,3.8,77,59
63,Bachelor's,Engineer,5.6,Daily,4,Suburban,87200,7.1,84,67
54,High School,Doctor,5.6,Daily,0,Suburban,91600,4.8,79,36
32,PhD,Entrepreneur,9.3,3-5x/week,7,Urban,91300,7.7,88,58
61,Bachelor's,Entrepreneur,6.5,3-5x/week,3,Suburban,80900,4.2,77,55
56,Master's,Educator,7.4,Daily,6,Suburban,85400,4.8,75,68
25,High School,Engineer,4.3,Rarely,5,Suburban,62500,5.8,67,64
59,Bachelor's,Other,4.6,Rarely,2,Suburban,64600,4.6,66,59
24,Master's,Artist,6.7,3-5x/week,4,Rural,56600,5.6,76,50
21,Bachelor's,Engineer,6.9,Daily,10,Urban,73400,8.3,80,63
60,PhD,Other,5.7,Rarely,6,Urban,87000,5.4,60,76
37,High School,Educator,5.6,3-5x/week,9,Urban,59300,6.0,79,67
39,Master's,Educator,5.3,Daily,4,Rural,77600,7.1,79,68
19,High School,Doctor,6.3,Rarely,10,Rural,82600,6.9,61,74
65,Bachelor's,Engineer,7.5,3-5x/week,3,Urban,87500,5.5,80,66
25,PhD,Artist,8.8,Daily,7,Urban,68500,7.5,91,68
52,Bachelor's,Educator,4.8,Daily,10,Rural,75800,6.6,62,83
35,PhD,Doctor,7.5,3-5x/week,6,Urban,117000,7.0,77,70
35,PhD,Engineer,5.9,3-5x/week,1,Suburban,94500,4.2,78,63
32,Master's,Artist,4.4,3-5x/week,10,Rural,62800,6.4,78,62
35,High School,Educator,8.0,3-5x/week,3,Rural,55500,5.3,84,59
21,PhD,Doctor,9.0,Daily,6,Suburban,111400,7.4,85,52
47,High School,Educator,9.3,3-5x/week,8,Urban,62800,5.3,82,90
36,Bachelor's,Doctor,6.2,1-2x/week,2,Suburban,95400,5.7,72,36
61,PhD,Doctor,8.0,Daily,9,Rural,128900,6.2,89,76
43,High School,Entrepreneur,4.9,Rarely,9,Rural,66700,5.0,59,83
20,Master's,Doctor,4.7,1-2x/week,7,Rural,101500,5.2,75,71
32,PhD,Doctor,6.7,3-5x/week,8,Suburban,116800,5.9,78,89
22,High School,Educator,6.8,Rarely,4,Rural,50800,5.1,65,56
24,Bachelor's,Artist,8.0,Daily,4,Rural,46600,3.8,90,66
47,Bachelor's,Other,8.7,Rarely,7,Urban,62300,6.6,68,54
30,High School,Other,4.0,Daily,4,Urban,44000,5.3,73,70
65,High School,Artist,7.9,1-2x/week,4,Urban,53000,3.8,80,78
47,High School,Doctor,6.6,Daily,5,Suburban,91300,7.6,78,59
59,High School,Engineer,6.4,3-5x/week,8,Urban,77600,6.6,80,72
24,Bachelor's,Doctor,8.0,Daily,2,Rural,90600,5.7,89,47
28,Master's,Engineer,4.2,3-5x/week,5,Rural,83700,4.6,72,60
47,Bachelor's,Other,8.6,1-2x/week,1,Urban,59300,4.4,73,59
53,Bachelor's,Entrepreneur,6.9,Rarely,7,Suburban,79700,6.7,68,62
50,High School,Engineer,6.0,Daily,1,Urban,70500,6.7,77,64
61,Bachelor's,Artist,5.3,Rarely,4,Rural,61400,4.6,62,69
55,Bachelor's,Other,7.8,3-5x/week,10,Suburban,67000,6.9,75,78
44,High School,Doctor,9.5,3-5x/week,7,Suburban,91100,7.6,81,73
23,Bachelor's,Other,9.6,Rarely,5,Urban,51700,6.2,59,66
48,Master's,Engineer,8.2,Rarely,4,Urban,91200,5.0,69,67
44,Master's,Other,8.5,1-2x/week,7,Rural,71100,6.3,74,71
54,High School,Artist,6.8,Daily,0,Urban,46600,4.4,81,49
46,Bachelor's,Entrepreneur,6.9,1-2x/week,3,Suburban,74900,3.6,71,53
53,Bachelor's,Engineer,6.3,Rarely,3,Urban,82700,4.3,59,43
31,High School,Educator,7.6,Daily,10,Rural,57400,9.1,77,84
42,PhD,Entrepreneur,6.7,Daily,0,Rural,91800,5.0,92,39
47,High School,Artist,7.6,Rarely,4,Rural,45800,5.1,56,53
25,Master's,Doctor,8.5,Rarely,7,Rural,103500,5.9,60,69
56,Bachelor's,Entrepreneur,5.1,Rarely,2,Rural,78400,5.7,69,40
19,High School,Doctor,6.5,Daily,5,Rural,80100,4.3,79,65
57,Bachelor's,Doctor,6.9,3-5x/week,0,Rural,102800,4.1,78,49
28,PhD,Doctor,8.2,Daily,7,Suburban,114700,7.6,84,64
40,High School,Educator,7.6,1-2x/week,8,Urban,60000,5.7,75,74
33,Bachelor's,Educator,8.5,Daily,0,Urban,63200,5.2,96,37
19,Bachelor's,Entrepreneur,5.1,Daily,0,Urban,62600,4.7,96,39
29,Master's,Educator,9.0,3-5x/week,2,Urban,72600,6.4,81,64
22,High School,Educator,6.5,3-5x/week,7,Urban,52300,7.7,81,77
35,Master's,Entrepreneur,4.9,3-5x/week,2,Suburban,80000,3.7,77,52
57,High School,Other,7.6,3-5x/week,9,Rural,57300,6.5,79,69
29,High School,Other,5.5,3-5x/week,2,Urban,42600,4.4,68,47
35,Master's,Artist,8.5,Rarely,3,Suburban,60500,6.8,67,47
37,Master's,Educator,6.5,Daily,8,Suburban,78800,5.1,83,84
26,PhD,Engineer,5.8,1-2x/week,1,Urban,90900,3.8,70,62
21,High School,Educator,6.7,1-2x/week,6,Suburban,51400,5.7,73,68
30,PhD,Educator,7.6,Daily,0,Suburban,82000,3.9,87,70
34,PhD,Doctor,5.8,3-5x/week,9,Urban,118100,7.4,75,68
35,Bachelor's,Doctor,6.1,1-2x/week,3,Suburban,95500,3.9,74,46
27,Bachelor's,Doctor,8.0,1-2x/week,10,Suburban,95800,6.4,72,96
62,PhD,Entrepreneur,9.4,3-5x/week,6,Suburban,102800,6.3,74,55
47,High School,Engineer,8.0,Daily,1,Urban,69300,5.7,82,47
38,Master's,Entrepreneur,5.8,Rarely,3,Rural,81700,3.7,51,60
25,Bachelor's,Entrepreneur,4.0,3-5x/week,1,Suburban,65500,2.7,69,47
55,PhD,Doctor,8.1,Daily,10,Urban,127000,5.7,83,85
43,Master's,Other,6.8,1-2x/week,6,Urban,70200,5.6,76,64
45,Bachelor's,Educator,7.1,Rarely,3,Urban,69500,4.6,63,62
41,Master's,Entrepreneur,8.2,1-2x/week,5,Suburban,83900,8.4,68,64
26,Bachelor's,Doctor,8.1,Daily,8,Rural,94400,4.6,95,55
60,PhD,Doctor,6.3,Rarely,1,Suburban,124500,5.3,59,59
27,Master's,Educator,4.7,Rarely,8,Suburban,74800,5.7,58,65
63,Master's,Entrepreneur,6.0,Daily,3,Suburban,91700,4.3,78,47
27,PhD,Other,6.7,1-2x/week,10,Urban,75800,5.8,73,82
18,Master's,Doctor,7.7,3-5x/week,2,Urban,98200,6.0,82,75
45,PhD,Entrepreneur,7.6,3-5x/week,10,Urban,98000,6.7,75,90
34,PhD,Artist,7.4,1-2x/week,2,Rural,69600,6.7,65,57
42,Bachelor's,Artist,7.6,1-2x/week,10,Urban,56800,8.8,69,74
51,High School,Artist,8.0,Daily,4,Urban,47400,5.8,83,68
49,High School,Engineer,10.0,1-2x/week,3,Rural,71100,5.9,75,66
18,High School,Educator,6.9,Rarely,2,Suburban,48200,5.1,66,56
29,High School,Doctor,7.1,1-2x/week,2,Suburban,82600,5.7,80,60
28,High School,Other,5.5,Daily,0,Urban,41200,5.0,79,53
51,Master's,Entrepreneur,5.0,Daily,1,Rural,85900,5.0,82,27
60,Bachelor's,Other,6.7,Daily,7,Rural,67500,8.4,84,91
35,Master's,Other,7.1,Rarely,1,Urban,64500,5.2,56,43
34,Bachelor's,Other,10.0,Daily,9,Urban,58100,9.3,93,100
57,PhD,Doctor,6.1,Rarely,8,Urban,126800,6.4,58,69
52,PhD,Other,7.2,Daily,3,Rural,82300,4.3,88,44
50,High School,Artist,6.9,Daily,5,Suburban,47500,6.6,90,79
57,Bachelor's,Educator,7.6,Daily,4,Urban,74800,4.2,79,55
45,Bachelor's,Engineer,4.4,1-2x/week,9,Rural,82500,6.5,69,86
59,Bachelor's,Educator,5.9,Rarely,0,Suburban,73600,6.0,57,58
50,High School,Artist,8.7,1-2x/week,6,Rural,48000,6.6,81,79
52,Master's,Other,6.6,1-2x/week,2,Urban,71800,5.6,69,52
43,PhD,Educator,8.2,Rarely,6,Suburban,90200,5.4,71,70
41,High School,Doctor,6.6,Rarely,9,Rural,90900,7.5,58,74
52,High School,Artist,6.3,Daily,6,Rural,48800,5.5,81,65
46,PhD,Doctor,6.7,1-2x/week,3,Rural,119900,7.3,69,60
54,High School,Entrepreneur,7.4,1-2x/week,9,Urban,71100,6.6,73,78
46,Bachelor's,Doctor,7.9,Daily,2,Suburban,99400,5.1,83,71
58,PhD,Doctor,8.2,3-5x/week,4,Suburban,125200,3.2,71,70
59,PhD,Other,7.1,1-2x/week,1,Urban,84100,5.5,67,60
52,High School,Artist,7.5,Rarely,6,Rural,48800,6.1,61,67
65,PhD,Educator,6.4,1-2x/week,1,Rural,96500,1.4,75,50
52,High School,Entrepreneur,6.9,Daily,3,Rural,67300,6.4,81,55
31,PhD,Engineer,7.9,1-2x/week,10,Suburban,97400,6.0,81,91
56,High School,Educator,7.2,1-2x/week,9,Rural,66900,7.9,66,76
59,Bachelor's,Entrepreneur,7.7,1-2x/week,1,Suburban,79100,5.7,76,34
26,High School,Educator,7.2,1-2x/week,4,Urban,52400,7.0,84,64
41,Bachelor's,Artist,7.5,3-5x/week,3,Urban,52900,4.7,72,51
40,High School,Other,7.4,Daily,3,Rural,47500,5.6,75,53
41,High School,Artist,9.0,Rarely,3,Suburban,42900,5.6,76,46
49,Master's,Engineer,8.2,1-2x/week,8,Urban,93600,7.7,74,63
61,Master's,Educator,6.2,Rarely,9,Rural,88900,7.7,62,75
63,High School,Engineer,7.5,Rarely,3,Suburban,76700,5.6,68,52
39,PhD,Engineer,7.2,Rarely,10,Suburban,100600,6.4,57,80
25,High School,Engineer,7.2,Rarely,8,Suburban,64000,6.0,69,66
41,Master's,Entrepreneur,6.7,Rarely,6,Suburban,84400,4.8,54,56
55,Bachelor's,Entrepreneur,4.7,1-2x/week,10,Rural,82000,6.3,69,93
54,PhD,Doctor,6.5,3-5x/week,6,Suburban,124600,6.8,74,67
59,High School,Other,8.2,3-5x/week,8,Suburban,57600,8.1,82,91
46,High School,Entrepreneur,8.3,3-5x/week,9,Suburban,67900,8.4,77,82
19,PhD,Entrepreneur,7.2,Daily,7,Urban,86100,5.4,83,49
45,Master's,Doctor,6.6,3-5x/week,9,Urban,112500,7.5,78,67
38,High School,Artist,4.0,Daily,9,Suburban,44700,6.0,75,89
53,Master's,Educator,7.5,Daily,9,Suburban,85700,7.4,78,66
24,Master's,Engineer,8.1,Rarely,9,Suburban,84100,7.3,63,100
64,Master's,Engineer,8.6,1-2x/week,1,Suburban,96100,6.0,74,53
52,Bachelor's,Engineer,5.6,1-2x/week,4,Suburban,82800,2.2,68,58
32,Bachelor's,Educator,7.2,Rarely,10,Urban,67800,5.7,63,57
27,High School,Engineer,10.0,1-2x/week,0,Rural,60800,5.4,89,64
23,Master's,Artist,6.8,3-5x/week,2,Suburban,55200,5.3,83,60
64,PhD,Educator,6.7,Rarely,2,Suburban,96600,4.3,65,44
59,High School,Artist,7.1,Rarely,4,Urban,50600,4.7,64,66
22,PhD,Engineer,8.2,1-2x/week,7,Suburban,92300,5.0,65,76
45,PhD,Other,6.5,1-2x/week,3,Rural,79500,5.5,68,60
34,Bachelor's,Educator,4.9,Rarely,5,Rural,66100,5.4,61,61
31,Master's,Artist,8.2,1-2x/week,7,Suburban,60900,7.5,80,63
35,PhD,Engineer,8.2,Daily,2,Urban,95000,6.3,81,57
23,PhD,Doctor,5.3,Daily,6,Suburban,112200,6.8,83,91
33,High School,Entrepreneur,5.7,Rarely,9,Rural,62700,6.1,65,86
31,High School,Educator,7.9,Daily,3,Rural,53900,4.7,92,63
